utterance,Utterance Token,RNN Sentiment
i dont have a profile and i wanna create one,"['dont', 'profil', 'wan', 'na', 'creat', 'one']",Negative
can I register two accounts with a single email?,"['regist', 'two', 'account', 'singl', 'email']",Negative
"please, i wanna know if i can register two online accounts with a single email","['pleas', 'wan', 'na', 'know', 'regist', 'two', 'onlin', 'account', 'singl', 'email']",Positive
"I have no account, what should I do to  create one?","['account', 'creat', 'one']",Negative
"can you tell me if i can register several fucking profiles with a single email, please?","['tell', 'regist', 'sever', 'fuck', 'profil', 'singl', 'email', 'pleas']",Neutral
"i needx an account , what can i do to open one?","['needx', 'account', 'open', 'one']",Negative
"i have no fucking user account, could u help me?","['fuck', 'user', 'account', 'could', 'u', 'help']",Negative
"I don't have an account, how do I open one?","['account', 'open', 'one']",Negative
"I have no online account, I need help creating one","['onlin', 'account', 'need', 'help', 'creat', 'one']",Negative
"I haven't got an account and I would like to register, please","['got', 'account', 'would', 'like', 'regist', 'pleas']",Negative
can I register two accounts with the same email?,"['regist', 'two', 'account', 'email']",Negative
can I register several accounts with the same email address?,"['regist', 'sever', 'account', 'email', 'address']",Negative
I want a user account,"['want', 'user', 'account']",Neutral
"I have no online account, I need help registering","['onlin', 'account', 'need', 'help', 'regist']",Negative
can you ell me if I can register two user accounts with the same email?,"['ell', 'regist', 'two', 'user', 'account', 'email']",Negative
"I have no user account, what can I do?","['user', 'account']",Positive
can you tell me if I can register more than one profile with the same email?,"['tell', 'regist', 'one', 'profil', 'email']",Positive
can I create two accounts with a single email?,"['creat', 'two', 'account', 'singl', 'email']",Negative
"I want an account, what should I do?","['want', 'account']",Neutral
I don't have a user account and I want to register,"['user', 'account', 'want', 'regist']",Neutral
I want to create an online account,"['want', 'creat', 'onlin', 'account']",Positive
"I've got no online account, help me open one","['got', 'onlin', 'account', 'help', 'open', 'one']",Neutral
"I want an account, how do I open one?","['want', 'account', 'open', 'one']",Neutral
"I haven't got a profile, what do I have to do?","['got', 'profil']",Positive
"I want an account, how do I create one?","['want', 'account', 'creat', 'one']",Negative
I want to know if I can create more than one user account with a single email address,"['want', 'know', 'creat', 'one', 'user', 'account', 'singl', 'email', 'address']",Neutral
"I do not have a fucking user account, what do I have to do to create one?","['fuck', 'user', 'account', 'creat', 'one']",Negative
I haven't got an account and I want to open one,"['got', 'account', 'want', 'open', 'one']",Neutral
"ive got no fucking online account, open one , please","['ive', 'got', 'fuck', 'onlin', 'account', 'open', 'one', 'pleas']",Neutral
can i create several user accounts with a single email?,"['creat', 'sever', 'user', 'account', 'singl', 'email']",Negative
"I haven't got an online account, how can I register?","['got', 'onlin', 'account', 'regist']",Positive
"i want an user account, can u help me?","['want', 'user', 'account', 'u', 'help']",Neutral
"I want an account, what can I do to create one?","['want', 'account', 'creat', 'one']",Negative
can you tell me if i can create two user accounts with a single email ?,"['tell', 'creat', 'two', 'user', 'account', 'singl', 'email']",Neutral
can i register several profiles with the same email?,"['regist', 'sever', 'profil', 'email']",Negative
can I create several user accounts with the same email?,"['creat', 'sever', 'user', 'account', 'email']",Negative
"i dont have a profile, what can i do?","['dont', 'profil']",Negative
"I want to know if I could register several user accounts with the same email, please","['want', 'know', 'could', 'regist', 'sever', 'user', 'account', 'email', 'pleas']",Neutral
"could you tell me if I could register several profiles with a single email address , please?","['could', 'tell', 'could', 'regist', 'sever', 'profil', 'singl', 'email', 'address', 'pleas']",Negative
"I haven't got an account, how do I open one?","['got', 'account', 'open', 'one']",Neutral
can you tell me if I can create several profiles with a single email?,"['tell', 'creat', 'sever', 'profil', 'singl', 'email']",Neutral
"I want a user account, what should I do?","['want', 'user', 'account']",Neutral
can I register more than one account with the same email?,"['regist', 'one', 'account', 'email']",Positive
"I haven't got an  account, what do I have to do to open one?","['got', 'account', 'open', 'one']",Neutral
can oyuy tell me if i can register more than one online account with the same email address?,"['oyuy', 'tell', 'regist', 'one', 'onlin', 'account', 'email', 'address']",Positive
I have no online account and I want to register,"['onlin', 'account', 'want', 'regist']",Positive
"I have no online account, can you create one?","['onlin', 'account', 'creat', 'one']",Neutral
"i need a profile, what do i have to do to create one?","['need', 'profil', 'creat', 'one']",Negative
I want o open an online account,"['want', 'open', 'onlin', 'account']",Negative
"i wanna open a user account, what should i do?","['wan', 'na', 'open', 'user', 'account']",Neutral
"can you ask an agent to open a fucking user account, please?","['ask', 'agent', 'open', 'fuck', 'user', 'account', 'pleas']",Neutral
"I need a user account, create one, please","['need', 'user', 'account', 'creat', 'one', 'pleas']",Negative
"ive got no user account, help me open one","['ive', 'got', 'user', 'account', 'help', 'open', 'one']",Neutral
"I've got no fucking user account, what do I have to do to register?","['got', 'fuck', 'user', 'account', 'regist']",Positive
can u ask an agent where i can create a profile?,"['u', 'ask', 'agent', 'creat', 'profil']",Negative
can you tell me if I can rceate more than one account with a single email address?,"['tell', 'rceat', 'one', 'account', 'singl', 'email', 'address']",Neutral
"i want to know if i could register several online accounts with a single email, please","['want', 'know', 'could', 'regist', 'sever', 'onlin', 'account', 'singl', 'email', 'pleas']",Neutral
I want to know if I can create more than one user account with a single email,"['want', 'know', 'creat', 'one', 'user', 'account', 'singl', 'email']",Neutral
I want to know if I can have several user accounts,"['want', 'know', 'sever', 'user', 'account']",Neutral
can I create several accounts with the same email?,"['creat', 'sever', 'account', 'email']",Negative
"I have no account, what can I do to open one?","['account', 'open', 'one']",Negative
can I create more than one account with the same email address?,"['creat', 'one', 'account', 'email', 'address']",Negative
"i want to create an online account, can u help me?","['want', 'creat', 'onlin', 'account', 'u', 'help']",Negative
"I haven't got an account, how do I create one?","['got', 'account', 'creat', 'one']",Neutral
"I have no user account, what can I do to open one?","['user', 'account', 'open', 'one']",Negative
I want to know if I can own more than one profile,"['want', 'know', 'one', 'profil']",Neutral
tell me if I can create more than one fucking user account with a single email address,"['tell', 'creat', 'one', 'fuck', 'user', 'account', 'singl', 'email', 'address']",Neutral
"I need an account, how do I create one?","['need', 'account', 'creat', 'one']",Negative
"I would like an online account, can you create one, please?","['would', 'like', 'onlin', 'account', 'creat', 'one', 'pleas']",Negative
"I don't have an account, what should I do to open one?","['account', 'open', 'one']",Negative
i wanna know if i can register more than one user account with a siingle email,"['wan', 'na', 'know', 'regist', 'one', 'user', 'account', 'siingl', 'email']",Positive
how can I open an account?,"['open', 'account']",Neutral
"i want to register, can u help me?","['want', 'regist', 'u', 'help']",Neutral
"I have no online account, can I create one?","['onlin', 'account', 'creat', 'one']",Neutral
I do not have a fucking profile,"['fuck', 'profil']",Negative
can u ask an agent if i can open as user account?,"['u', 'ask', 'agent', 'open', 'user', 'account']",Neutral
