utterance,Utterance Token,RNN Sentiment,RNN Rating
can I create more than one profile with the same email address?,"['creat', 'one', 'profil', 'email', 'address']",Neutral,5
I want an online account,"['want', 'onlin', 'account']",Positive,3
where can I create a user account?,"['creat', 'user', 'account']",Positive,1
i wanna create an online account,"['wan', 'na', 'creat', 'onlin', 'account']",Positive,5
"I've got no online account, can you open one?","['got', 'onlin', 'account', 'open', 'one']",Neutral,5
"i dont have an user account,  what should i do to create one?","['dont', 'user', 'account', 'creat', 'one']",Negative,1
can you tell me if i can create more than one account with a single email?,"['tell', 'creat', 'one', 'account', 'singl', 'email']",Neutral,1
tell me if I  can register more than one profile with a single email address,"['tell', 'regist', 'one', 'profil', 'singl', 'email', 'address']",Neutral,1
can you tell me if I can register more than one user account with the same email?,"['tell', 'regist', 'one', 'user', 'account', 'email']",Positive,5
can I create more than one online account with a single email?,"['creat', 'one', 'onlin', 'account', 'singl', 'email']",Positive,5
"I haven't got a profile, what do I have to do to create one?","['got', 'profil', 'creat', 'one']",Neutral,1
"i wanna know if i could register two fucking online accounts with a single email , please","['wan', 'na', 'know', 'could', 'regist', 'two', 'fuck', 'onlin', 'account', 'singl', 'email', 'pleas']",Positive,5
"I want an online zccount, how can I open one?","['want', 'onlin', 'zccount', 'open', 'one']",Negative,3
"I have no account, I need help creating one","['account', 'need', 'help', 'creat', 'one']",Negative,4
i dont have a profile and i wanna create one,"['dont', 'profil', 'wan', 'na', 'creat', 'one']",Negative,1
can I register two accounts with a single email?,"['regist', 'two', 'account', 'singl', 'email']",Negative,1
"please, i wanna know if i can register two online accounts with a single email","['pleas', 'wan', 'na', 'know', 'regist', 'two', 'onlin', 'account', 'singl', 'email']",Positive,5
"I have no account, what should I do to  create one?","['account', 'creat', 'one']",Negative,5
"can you tell me if i can register several fucking profiles with a single email, please?","['tell', 'regist', 'sever', 'fuck', 'profil', 'singl', 'email', 'pleas']",Neutral,5
"i needx an account , what can i do to open one?","['needx', 'account', 'open', 'one']",Negative,1
"i have no fucking user account, could u help me?","['fuck', 'user', 'account', 'could', 'u', 'help']",Negative,2
"I don't have an account, how do I open one?","['account', 'open', 'one']",Negative,1
"I have no online account, I need help creating one","['onlin', 'account', 'need', 'help', 'creat', 'one']",Negative,5
"I haven't got an account and I would like to register, please","['got', 'account', 'would', 'like', 'regist', 'pleas']",Negative,5
can I register two accounts with the same email?,"['regist', 'two', 'account', 'email']",Negative,1
can I register several accounts with the same email address?,"['regist', 'sever', 'account', 'email', 'address']",Negative,5
I want a user account,"['want', 'user', 'account']",Neutral,3
"I have no online account, I need help registering","['onlin', 'account', 'need', 'help', 'regist']",Negative,5
can you ell me if I can register two user accounts with the same email?,"['ell', 'regist', 'two', 'user', 'account', 'email']",Negative,1
"I have no user account, what can I do?","['user', 'account']",Positive,5
can you tell me if I can register more than one profile with the same email?,"['tell', 'regist', 'one', 'profil', 'email']",Positive,5
can I create two accounts with a single email?,"['creat', 'two', 'account', 'singl', 'email']",Negative,1
"I want an account, what should I do?","['want', 'account']",Neutral,3
I don't have a user account and I want to register,"['user', 'account', 'want', 'regist']",Neutral,5
I want to create an online account,"['want', 'creat', 'onlin', 'account']",Positive,3
"I've got no online account, help me open one","['got', 'onlin', 'account', 'help', 'open', 'one']",Neutral,5
"I want an account, how do I open one?","['want', 'account', 'open', 'one']",Neutral,1
"I haven't got a profile, what do I have to do?","['got', 'profil']",Positive,1
"I want an account, how do I create one?","['want', 'account', 'creat', 'one']",Negative,1
I want to know if I can create more than one user account with a single email address,"['want', 'know', 'creat', 'one', 'user', 'account', 'singl', 'email', 'address']",Neutral,1
"I do not have a fucking user account, what do I have to do to create one?","['fuck', 'user', 'account', 'creat', 'one']",Negative,1
I haven't got an account and I want to open one,"['got', 'account', 'want', 'open', 'one']",Neutral,5
"ive got no fucking online account, open one , please","['ive', 'got', 'fuck', 'onlin', 'account', 'open', 'one', 'pleas']",Neutral,5
can i create several user accounts with a single email?,"['creat', 'sever', 'user', 'account', 'singl', 'email']",Negative,1
"I haven't got an online account, how can I register?","['got', 'onlin', 'account', 'regist']",Positive,5
"i want an user account, can u help me?","['want', 'user', 'account', 'u', 'help']",Neutral,1
"I want an account, what can I do to create one?","['want', 'account', 'creat', 'one']",Negative,1
can you tell me if i can create two user accounts with a single email ?,"['tell', 'creat', 'two', 'user', 'account', 'singl', 'email']",Neutral,1
can i register several profiles with the same email?,"['regist', 'sever', 'profil', 'email']",Negative,5
can I create several user accounts with the same email?,"['creat', 'sever', 'user', 'account', 'email']",Negative,5
"i dont have a profile, what can i do?","['dont', 'profil']",Negative,5
"I want to know if I could register several user accounts with the same email, please","['want', 'know', 'could', 'regist', 'sever', 'user', 'account', 'email', 'pleas']",Neutral,1
"could you tell me if I could register several profiles with a single email address , please?","['could', 'tell', 'could', 'regist', 'sever', 'profil', 'singl', 'email', 'address', 'pleas']",Negative,2
"I haven't got an account, how do I open one?","['got', 'account', 'open', 'one']",Neutral,1
can you tell me if I can create several profiles with a single email?,"['tell', 'creat', 'sever', 'profil', 'singl', 'email']",Neutral,1
"I want a user account, what should I do?","['want', 'user', 'account']",Neutral,3
can I register more than one account with the same email?,"['regist', 'one', 'account', 'email']",Positive,5
"I haven't got an  account, what do I have to do to open one?","['got', 'account', 'open', 'one']",Neutral,1
can oyuy tell me if i can register more than one online account with the same email address?,"['oyuy', 'tell', 'regist', 'one', 'onlin', 'account', 'email', 'address']",Positive,5
I have no online account and I want to register,"['onlin', 'account', 'want', 'regist']",Positive,5
"I have no online account, can you create one?","['onlin', 'account', 'creat', 'one']",Neutral,5
"i need a profile, what do i have to do to create one?","['need', 'profil', 'creat', 'one']",Negative,5
I want o open an online account,"['want', 'open', 'onlin', 'account']",Negative,5
"i wanna open a user account, what should i do?","['wan', 'na', 'open', 'user', 'account']",Neutral,4
"can you ask an agent to open a fucking user account, please?","['ask', 'agent', 'open', 'fuck', 'user', 'account', 'pleas']",Neutral,5
"I need a user account, create one, please","['need', 'user', 'account', 'creat', 'one', 'pleas']",Negative,5
"ive got no user account, help me open one","['ive', 'got', 'user', 'account', 'help', 'open', 'one']",Neutral,1
"I've got no fucking user account, what do I have to do to register?","['got', 'fuck', 'user', 'account', 'regist']",Positive,1
can u ask an agent where i can create a profile?,"['u', 'ask', 'agent', 'creat', 'profil']",Negative,5
can you tell me if I can rceate more than one account with a single email address?,"['tell', 'rceat', 'one', 'account', 'singl', 'email', 'address']",Neutral,5
"i want to know if i could register several online accounts with a single email, please","['want', 'know', 'could', 'regist', 'sever', 'onlin', 'account', 'singl', 'email', 'pleas']",Neutral,5
I want to know if I can create more than one user account with a single email,"['want', 'know', 'creat', 'one', 'user', 'account', 'singl', 'email']",Neutral,1
I want to know if I can have several user accounts,"['want', 'know', 'sever', 'user', 'account']",Neutral,5
can I create several accounts with the same email?,"['creat', 'sever', 'account', 'email']",Negative,5
"I have no account, what can I do to open one?","['account', 'open', 'one']",Negative,1
can I create more than one account with the same email address?,"['creat', 'one', 'account', 'email', 'address']",Negative,5
"i want to create an online account, can u help me?","['want', 'creat', 'onlin', 'account', 'u', 'help']",Negative,1
"I haven't got an account, how do I create one?","['got', 'account', 'creat', 'one']",Neutral,1
"I have no user account, what can I do to open one?","['user', 'account', 'open', 'one']",Negative,1
I want to know if I can own more than one profile,"['want', 'know', 'one', 'profil']",Neutral,5
tell me if I can create more than one fucking user account with a single email address,"['tell', 'creat', 'one', 'fuck', 'user', 'account', 'singl', 'email', 'address']",Neutral,1
"I need an account, how do I create one?","['need', 'account', 'creat', 'one']",Negative,5
